ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Ring_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0096,cyclo-Pro-Thz-Leu-Gly-Phe-Odz,    ,[H][C@@]12CCCN1C(C3=NN=C([C@@H](NC(CNC([C@@H](NC(C4=CSC2=N4)=O)CC(C)C)=O)=O)CC5=CC=CC=C5)O3)CC,CCC1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,6.29±0.06,    ,Minus_Log P app,-6.29,Log Papp,6.29,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,3,0.0,3.0,C1=NCCNCCNCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)cncCN1,0.5,0.5,5,3,3.4886,579.727,9,3,41,29,0.517241379,170.59,5,0,0,9.085949161,KSMQMUOSLWLCFL-VFLUVHKESA-N
MC-0097,cyclo-Pro-Thz-Leu-Oxz-Phe-Odz,    ,C(C)[C@@H]1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N[C@@H](CC5=CC=CC=C5)C=6OC1=NN6)=CO4)(CCC2)[H],CC[C@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)c2coc(n2)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,5.72±0.09,    ,Minus_Log P app,-5.72,Log Papp,5.72,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,C[C@H]1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,6,4,5.3467,589.722,10,2,42,30,0.466666667,167.52,5,0,0,8.162036999,VDKQZZANTAQOHH-TZYAJKAJSA-N
MC-0098,cyclo-Pro-Thz-Leu-Oxz-Tyr-Odz,    ,C(C)C1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N[C@@H](CC5=CC=C(O)C=C5)C=6OC1=NN6)=CO4)(CCC2)[H],CCC1c2nnc(o2)[C@H](Cc2ccc(O)cc2)NC(=O)c2coc(n2)[C@H](CC(C)C)NC(=O)c2csc(n2)[C@@H]2CCCN12,6.07±0.09,    ,Minus_Log P app,-6.07,Log Papp,6.07,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,6,4,5.0523,605.721,11,3,43,30,0.466666667,187.75,5,0,0,8.261008592,KHQHZSQCCZYRAM-DIVDUZGXSA-N
MC-0099,cyclo-Pro-Thz-Phe-Oxz-Phe-Odz,    ,C(C)C1N2[C@](C3=NC(=CS3)C(=O)N[C@@H](CC4=CC=CC=C4)C5=NC(C(=O)N[C@@H](CC6=CC=CC=C6)C=7OC1=NN7)=CO5)(CCC2)[H],CCC1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)c2coc(n2)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@@H]2CCCN12,5.85±0.08,    ,Minus_Log P app,-5.85,Log Papp,5.85,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cncCN1,0.333333333,0.333333333,7,5,5.5433,623.739,10,2,45,33,0.333333333,167.52,5,0,0,8.225725676,JDWRMRXSRTUVID-IAPMBRPYSA-N
MC-0100,cyclo-Val-Thz-Leu-Oxz-Phe-Odz,    ,C([C@H]1C=2OC(=NN2)C(CC)N[C@@H]([C@H](C)C)C3=NC(=CS3)C(=O)N[C@@H](CC(C)C)C4=NC(C(=O)N1)=CO4)C5=CC=CC=C5,CCC1N[C@@H](C(C)C)c2nc(cs2)C(=O)N[C@@H](CC(C)C)c2nc(co2)C(=O)N[C@@H](Cc2ccccc2)c2nnc1o2,6.25±0.02,    ,Minus_Log P app,-6.25,Log Papp,6.25,PAMPA,"-Log Papp, determined using PAMPA with carbamazepine as an internal standard. Retention time determined using LC-MS, gradient 95 % H2O/5 % MeCN to 100 % MeCN over 15 min. Thz=Thiazole, Oxz=Oxazole, Odz=Oxadiazole.Carbamazepine was included in the stock so",https://doi.org/10.1002/anie.202206866,Journals,10.1002/anie.202206866,"(Saunders et al., 2022)",2022,18,2,0.0,2.0,C1=NCCNCC=NCCNCCOCCNC1,CC1coc[C@H](C)NC(=O)cnc[C@H](C)NC(=O)cnc[C@H](C)N1,0.333333333,0.333333333,5,4,5.4965,591.738,10,3,42,30,0.466666667,176.31,6,0,0,9.123578346,DSSQCNPCWNLIJY-CZTDWVRDSA-N
MC-0131,Didemnin A ,Didemnin A ,CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)NC)C)CC3=CC=C(C=C3)OC)C)CC(C)C)C)C(C)C)O,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,-5.89,    ,Log Peff,-5.89,Log Peff,-5.89,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,23,3,1.0,4.0,C1CCOCCCCNCCNCCNCCOCCCNC1,C[C@@H]1NC(=O)[C@@H](C)C(=O)[C@H](C)OC(=O)C[C@H](O)[C@@H](C)NC(=O)[C@@H](N)[C@@H](C)OC(=O)[C@H](C)N(C)C(=O)CNC1=O,0.391304348,0.52173913,3,1,2.7057,943.193,13,5,67,49,0.714285714,239.08,13,0,0,21.71144006,XQZOGOCTPKFYKC-VSZULPIASA-N
MC-0132,Enniatin B,Enniatin B,CC(C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,-4.73,    ,Log Peff,-4.73,Log Peff,-4.73,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,18,3,0.0,3.0,C1COCCNCCOCCNCCOCCN1,C[C@H]1C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N1C,0.5,0.5,1,0,3.1524,639.831,9,0,45,33,0.818181818,139.83,6,0,0,14.5220894,MIZMDSVSLSIMSC-VYLWARHZSA-N
MC-0133,Enniatin H ,Enniatin H ,CC[C@H](C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C,CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.66,    ,Log Peff,-5.66,Log Peff,-5.66,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,18,3,0.0,3.0,C1COCCNCCOCCNCCOCCN1,C[C@H]1C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N1C,0.5,0.5,1,0,3.5425,653.858,9,0,46,34,0.823529412,139.83,7,0,0,15.19077712,GLJAZFODNQNIGM-UMURLBKASA-N
MC-0134,Enniatin I,Enniatin I,CC[C@H](C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)[C@@H](C)CC)C(C)C)C)C(C)C)C(C)C)C录氓露猫驴鹿,CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.34,    ,Log Peff,-5.34,Log Peff,-5.34,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,18,3,0.0,3.0,C1COCCNCCOCCNCCOCCN1,C[C@H]1C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N1C,0.5,0.5,1,0,3.9326,667.885,9,0,47,35,0.828571429,139.83,8,0,0,15.8679112,APMPIOHITHNSGF-CIRFPNLUSA-N
MC-0135,Enniatin J1 ,Enniatin J1 ,C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C录氓露猫驴鹿,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C(C)C)C(=O)N1C,-5.45,    ,Log Peff,-5.45,Log Peff,-5.45,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,18,3,0.0,3.0,C1COCCNCCOCCNCCOCCN1,C[C@H]1C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N1C,0.5,0.5,1,0,2.5163,611.777,9,0,43,31,0.806451613,139.83,5,0,0,13.65674227,IEUFDXNGDNWAKU-MAKNZWJESA-N
MC-0136,Enniatin MK1 688 ,Enniatin MK1 688 ,CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.99,    ,Log Peff,-5.99,Log Peff,-5.99,PAMPA,Log Pe over the 16 h PAMPA time scale,https://doi.org/10.4155/fmc.15.78,Journals,10.4155/fmc.15.78,"(Ahlbach et al., 2015)",2015,18,0,3.0,3.0,C1COCCNCCOCCNCCOCCN1,C[C@H]1C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C)C(=O)N1C,0.0,0.5,1,0,4.3227,681.912,9,0,48,36,0.833333333,139.83,9,0,0,16.55318619,KMROBKXFMBWHHE-BHZTXFQCSA-N
