ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Ring_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-4716,5,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(CC[C@@H]4NC(OC(C)(C)C)=O)C=C3)CNC([C@H](CC5=CC=CC=C5)NC4=O)=O,CC(C)(C)OC(=O)N[C@H]1CCc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,17.3,10^-6 cm/s,Papp BA,-4.761953897,Log Papp BA,17.3,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,19,2,0.0,2.0,C1=CCCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CCccccOcc(N)ccC(=O)CNC1=O,0.315789474,0.315789474,7,4,4.9921,677.758,8,4,50,38,0.263157895,164.82,5,0,0,11.22014843,IMTVHXNDNJQRQA-UHFFFAOYSA-N
MC-4717,6,    ,O=C([C@H](CC1=CC=CC=C1)NC2=O)NCCC3=CC(NC(C4=NC=CC=C4)=O)=C(C=C3)OC5=CC=C(C[C@@H]2NC(OC(C)(C)C)=O)C=C5,CC(C)(C)OC(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,79.9,10^-6 cm/s,Papp BA,-4.097453221,Log Papp BA,79.9,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CccccOcc(N)ccCCNC1=O,0.333333333,0.333333333,7,4,4.9618,649.748,7,4,48,37,0.27027027,147.75,5,0,0,10.69190845,PUDHLGHCVCBUSE-UHFFFAOYSA-N
MC-4718,7,    ,C[C@@H](C(NCC(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(OC(C)(C)C)=O)C=C3)=O)=O)NC4=O,C[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC1=O,39.3,10^-6 cm/s,Papp BA,-4.40560745,Log Papp BA,39.3,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CccccOcc(N)ccC(=O)CNC1=O,0.333333333,0.333333333,6,3,3.3792,587.633,8,4,43,31,0.290322581,164.82,3,0,0,9.386150351,ZAVTVDIEHJHYPV-UHFFFAOYSA-N
MC-4719,8,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(OC(C)(C)C)=O)C=C3)CNC([C@@H](CC5=CC=CC=C5)NC4=O)=O,CC(C)(C)OC(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@@H](Cc2ccccc2)NC1=O,22.3,10^-6 cm/s,Papp BA,-4.651695137,Log Papp BA,22.3,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@H]1NC(=O)[C@@H](N)CccccOcc(N)ccC(=O)CNC1=O,0.333333333,0.333333333,7,4,4.602,663.731,8,4,49,37,0.243243243,164.82,5,0,0,10.66919396,VNLAWQUPKLUQPB-UHFFFAOYSA-N
MC-4720,9,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(OC(C)(C)C)=O)C=C3)CNC([C@H](C5=CC=CC=C5)NC4=O)=O,CC(C)(C)OC(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@H](c2ccccc2)NC1=O,4.2,10^-6 cm/s,Papp BA,-5.37675071,Log Papp BA,4.2,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,Nc1cOccccC[C@H](N)C(=O)NCC(=O)NCC(=O)cc1,0.333333333,0.333333333,7,4,4.732,649.704,8,4,48,36,0.222222222,164.82,4,0,0,10.12824306,NHPQYWPSEZDZNE-UHFFFAOYSA-N
MC-4721,10,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(OC(C)(C)C)=O)C=C3)CNC([C@H](CC(C)C)NC4=O)=O,CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC1=O,6.8,10^-6 cm/s,Papp BA,-5.167491087,Log Papp BA,6.8,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CccccOcc(N)ccC(=O)CNC1=O,0.333333333,0.333333333,6,3,4.4054,629.714,8,4,46,34,0.352941176,164.82,5,0,0,10.7320908,ZPHDHYZXZURHEK-UHFFFAOYSA-N
MC-4722,11,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(C)=O)C=C3)CNC([C@H](CC5=CC=CC=C5)NC4=O)=O,CC(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,17.8,10^-6 cm/s,Papp BA,-4.749579998,Log Papp BA,17.8,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CccccOcc(N)ccC(=O)CNC1=O,0.333333333,0.333333333,7,4,3.2134,605.651,7,4,45,34,0.176470588,155.59,5,0,0,9.583162503,JTEVGIIBRNMFES-UHFFFAOYSA-N
MC-4723,12,    ,O=C(C1=CC(NC(C2=NC=CC=C2)=O)=C(C=C1)OC3=CC=C(C[C@@H]4NC(C(C)(C)C)=O)C=C3)CNC([C@H](CC5=CC=CC=C5)NC4=O)=O,CC(C)(C)C(=O)N[C@H]1Cc2ccc(cc2)Oc2ccc(cc2NC(=O)c2ccccn2)C(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,31.8,10^-6 cm/s,Papp BA,-4.49757288,Log Papp BA,31.8,MDCK,Permeability across a MDCK-MDR1 cell monolayer in the basolateral to  apical direction at pH 7.4.,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01370,Journals,10.1021/acs.jmedchem.4c01370,"(Riu et al., 2024)",2024,18,2,0.0,2.0,C1=CCCCNCCNCCC=CC=COC=C1,C[C@@H]1NC(=O)[C@@H](N)CccccOcc(N)ccC(=O)CNC1=O,0.333333333,0.333333333,7,4,4.2396,647.732,7,4,48,37,0.243243243,155.59,5,0,0,10.27826702,NLGPFAWQADCSJP-UHFFFAOYSA-N
MC-4749,GB1,    ,C[C@H]1C[C@H]2C(=O)O[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)NC(=C)C(=O)N2C1)C)O)[C@H](C(=O)N)O)C)C,C=C1NC(=O)[C@H](C)N(O)C(=O)[C@H]([C@@H](O)C(N)=O)N(C)C(=O)[C@H](C)OC(=O)[C@@H]2C[C@H](C)CN2C1=O,1.6,10^-6 cm/s,Papp BA,-5.795880017,Log Papp BA,1.6,MDCK,    ,https://patentimages.storage.googleapis.com/e5/5f/e9/9c3813823fcd4f/WO2025085756A1.pdf,Patents,WO2025085756A1,"(Lueschet al., 2025)",2025,15,4,0.0,4.0,C1CNCCNCCOCCNCCN1,C=C1NC(=O)[C@H](C)N(O)C(=O)[C@H](C)N(C)C(=O)[C@H](C)OC(=O)CNC1=O,0.8,0.8,2,0,-2.9219,483.478,9,4,34,20,0.6,199.88,2,0,0,7.998412229,OPGOHWRVFNUNKK-GBIYJBALSA-N
MC-4933,M1a,    ,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(CC3CCN(CC3)C1=O)C(C)C,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(C(C)C)CC2CCN(CC2)C1=O,64,10^-6 cm/s,Papp BA,-4.193820026,Log Papp BA,64,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,18,1,1.0,2.0,C1CCNCCOCCOCCCNCCNC1,C[C@H]1NC(=O)ccOCCOCCN(C)CCCCNC1=O,0.166666667,0.333333333,4,1,2.3381,446.592,6,1,32,24,0.708333333,84.0,3,0,0,9.290219098,FFNOXGQFQOLWSZ-OAQYLSRUSA-N
MC-4934,M1b,    ,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(CC3CCN(CC3)C1=O)C4CCCC4,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(C2CCCC2)CC2CCN(CC2)C1=O,56,10^-6 cm/s,Papp BA,-4.251811973,Log Papp BA,56,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,18,1,1.0,2.0,C1CCNCCOCCOCCCNCCNC1,C[C@H]1NC(=O)ccOCCOCCNCCCCNC1=O,0.166666667,0.333333333,5,1,2.8723,472.63,6,1,34,26,0.730769231,84.0,3,0,0,9.157954264,LSRGKFZVVQADOD-HSZRJFAPSA-N
MC-4935,M1c,    ,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(CC3CCN(CC3)C1=O)C4CCN(C)CC4,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(C2CCN(C)CC2)CC2CCN(CC2)C1=O,55,10^-6 cm/s,Papp BA,-4.259637311,Log Papp BA,55,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,18,1,1.0,2.0,C1CCNCCOCCOCCCNCCNC1,C[C@H]1NC(=O)ccOCCOCCNCCCCNC1=O,0.166666667,0.333333333,5,1,2.0239,501.672,7,1,36,27,0.740740741,87.24,3,0,0,9.948778743,ZFOJUZFKEKIXFA-XMMPIXPASA-N
MC-4936,M1d,    ,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(Cc3ccccc3)CC4CCN(CC4)C1=O,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(Cc2ccccc2)CC2CCN(CC2)C1=O,18,10^-6 cm/s,Papp BA,-4.744727495,Log Papp BA,18,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,18,1,1.0,2.0,C1CCNCCOCCOCCCNCCNC1,C[C@H]1NC(=O)ccOCCOCCN(C)CCCCNC1=O,0.166666667,0.333333333,5,2,3.1299,494.636,6,1,36,28,0.535714286,84.0,4,0,0,9.693636777,OESGBLQCUZZXEY-RUZDIDTESA-N
MC-4937,M1e,    ,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(Cc3cccnc3)CC4CCN(CC4)C1=O,CCC[C@H]1NC(=O)c2cccnc2OCCOCCN(Cc2cccnc2)CC2CCN(CC2)C1=O,61,10^-6 cm/s,Papp BA,-4.214670165,Log Papp BA,61,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,18,1,1.0,2.0,C1CCNCCOCCOCCCNCCNC1,C[C@H]1NC(=O)ccOCCOCCN(C)CCCCNC1=O,0.166666667,0.333333333,5,2,2.5249,495.624,7,1,36,27,0.555555556,96.89,4,0,0,9.631838748,GRAAMBPXMZZCNV-XMMPIXPASA-N
MC-4938,M2a,    ,CC(C)N1CCN2[C@@H](C1)C(=O)NC[C@@H]3CCC[C@@H](CCOc4ccccc4C2=O)O3,CC(C)N1CCN2C(=O)c3ccccc3OCC[C@@H]3CCC[C@@H](CNC(=O)[C@@H]2C1)O3,63,10^-6 cm/s,Papp BA,-4.200659451,Log Papp BA,63,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,14,1,1.0,2.0,C1CNCCNCCOCCCOC1,O=C1ccOCCCOCCNC(=O)CN1,0.214285714,0.428571429,4,1,2.0578,415.534,5,1,30,23,0.652173913,71.11,1,0,0,6.584154765,XWLLTDWJBDQNOR-BJLQDIEVSA-N
MC-4939,M2b,    ,O=C1NC[C@@H]2CCC[C@@H](CCOc3ccccc3C(=O)N4CCN(C[C@@H]14)C5CCCC5)O2,O=C1NC[C@@H]2CCC[C@@H](CCOc3ccccc3C(=O)N3CCN(C4CCCC4)C[C@@H]13)O2,59,10^-6 cm/s,Papp BA,-4.229147988,Log Papp BA,59,MDCK,The MDCK assay to determine permeability procedures at pH 7.4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.4c01822,Journals,10.1021/acs.jmedchem.4c01822,"(Walz et al., 2025)",2025,14,1,1.0,2.0,C1CNCCNCCOCCCOC1,O=C1ccOCCCOCCNC(=O)CN1,0.214285714,0.428571429,5,1,2.592,441.572,5,1,32,25,0.68,71.11,1,0,0,6.643740083,UJDGLBWYACOZLE-ONTIZHBOSA-N
