ID,Endpoint,Assay,Value,Unit,Standardized_Value,Peptidic_Type,Source
MC-2663,Log Pe,PAMPA,-6.119,,-6.119,Non,10.1021/acs.jmedchem.1c02090
MC-2664,Log Pe,PAMPA,-5.457,,-5.457,Non,10.1021/acs.jmedchem.1c02090
MC-2664,Log Pe,PAMPA,-5.642,,-5.642,Non,10.1021/acs.jmedchem.1c02090
MC-2665,Log Pe,PAMPA,-5.256,,-5.256,Non,10.1021/acs.jmedchem.1c02090
MC-2666,Log Pe,PAMPA,-5.971,,-5.971,Non,10.1021/acs.jmedchem.1c02090
MC-2667,Log Pe,PAMPA,-7.523,,-7.523,Semi,10.1021/acs.jmedchem.1c02090
MC-2668,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-2669,Log Pe,PAMPA,-4.961,,-4.961,Non,10.1021/acs.jmedchem.1c02090
MC-2670,Log Pe,PAMPA,-5.757,,-5.757,Non,10.1021/acs.jmedchem.1c02090
MC-2671,Log Pe,PAMPA,-5.311,,-5.311,Non,10.1021/acs.jmedchem.1c02090
MC-2672,Log Pe,PAMPA,-5.224,,-5.224,Non,10.1021/acs.jmedchem.1c02090
MC-2673,Log Pe,PAMPA,-6.538,,-6.538,Non,10.1021/acs.jmedchem.1c02090
MC-2674,Log Pe,PAMPA,-6.155,,-6.155,Non,10.1021/acs.jmedchem.1c02090
MC-2675,Log Pe,PAMPA,-5.91,,-5.91,Non,10.1021/acs.jmedchem.1c02090
MC-2676,Log Pe,PAMPA,-5.87,,-5.87,Non,10.1021/acs.jmedchem.1c02090
MC-2677,Log Pe,PAMPA,-4.963,,-4.963,Non,10.1021/acs.jmedchem.1c02090
MC-2678,Log Pe,PAMPA,-6.886,,-6.886,Semi,10.1021/acs.jmedchem.1c02090
MC-2679,Log Pe,PAMPA,-6.658,,-6.658,Non,10.1021/acs.jmedchem.1c02090
MC-2680,Log Pe,PAMPA,-5.138,,-5.138,Non,10.1021/acs.jmedchem.1c02090
MC-2681,Log Pe,PAMPA,-6.31,,-6.31,Non,10.1021/acs.jmedchem.1c02090
MC-2682,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2683,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2684,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-2685,Log Pe,PAMPA,-5.03,,-5.03,Non,10.1021/acs.jmedchem.1c02090
MC-2686,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2686,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-2687,Log Pe,PAMPA,-5.239,,-5.239,Non,10.1021/acs.jmedchem.1c02090
MC-2688,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2689,Log Pe,PAMPA,-6.553,,-6.553,Semi,10.1021/acs.jmedchem.1c02090
MC-2690,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-2691,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2692,Log Pe,PAMPA,-7.523,,-7.523,Semi,10.1021/acs.jmedchem.1c02090
MC-2693,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2694,Log Pe,PAMPA,-6.119,,-6.119,Non,10.1021/acs.jmedchem.1c02090
MC-2695,Log Pe,PAMPA,-5.484,,-5.484,Non,10.1021/acs.jmedchem.1c02090
MC-2696,Log Pe,PAMPA,-5.924,,-5.924,Non,10.1021/acs.jmedchem.1c02090
MC-2697,Log Pe,PAMPA,-6.31,,-6.31,Non,10.1021/acs.jmedchem.1c02090
MC-2698,Log Pe,PAMPA,-5.963,,-5.963,Non,10.1021/acs.jmedchem.1c02090
MC-2699,Log Pe,PAMPA,-5.115,,-5.115,Non,10.1021/acs.jmedchem.1c02090
MC-2700,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2700,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2701,Log Pe,PAMPA,-6.215,,-6.215,Non,10.1021/acs.jmedchem.1c02090
MC-2702,Log Pe,PAMPA,-5.664,,-5.664,Non,10.1021/acs.jmedchem.1c02090
MC-2702,Log Pe,PAMPA,-5.381,,-5.381,Non,10.1021/acs.jmedchem.1c02090
MC-2703,Log Pe,PAMPA,-6.377,,-6.377,Semi,10.1021/acs.jmedchem.1c02090
MC-2703,Log Pe,PAMPA,-6.456,,-6.456,Semi,10.1021/acs.jmedchem.1c02090
MC-2704,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2705,Log Pe,PAMPA,-5.106,,-5.106,Non,10.1021/acs.jmedchem.1c02090
MC-2706,Log Pe,PAMPA,-5.066,,-5.066,Non,10.1021/acs.jmedchem.1c02090
MC-2707,Log Pe,PAMPA,-6.086,,-6.086,Non,10.1021/acs.jmedchem.1c02090
MC-2708,Log Pe,PAMPA,-7,,-7,Semi,10.1021/acs.jmedchem.1c02090
MC-2709,Log Pe,PAMPA,-5.708,,-5.708,Non,10.1021/acs.jmedchem.1c02090
MC-2710,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2711,Log Pe,PAMPA,-5.116,,-5.116,Non,10.1021/acs.jmedchem.1c02090
MC-2712,Log Pe,PAMPA,-5.65,,-5.65,Non,10.1021/acs.jmedchem.1c02090
MC-2713,Log Pe,PAMPA,-5.415,,-5.415,Non,10.1021/acs.jmedchem.1c02090
MC-2714,Log Pe,PAMPA,-5.378,,-5.378,Non,10.1021/acs.jmedchem.1c02090
MC-2715,Log Pe,PAMPA,-6.398,,-6.398,Non,10.1021/acs.jmedchem.1c02090
MC-2716,Log Pe,PAMPA,-5.399,,-5.399,Non,10.1021/acs.jmedchem.1c02090
MC-2716,Log Pe,PAMPA,-5.409,,-5.409,Non,10.1021/acs.jmedchem.1c02090
MC-2717,Log Pe,PAMPA,-4.998,,-4.998,Non,10.1021/acs.jmedchem.1c02090
MC-2718,Log Pe,PAMPA,-5.282,,-5.282,Non,10.1021/acs.jmedchem.1c02090
MC-2719,Log Pe,PAMPA,-6.367,,-6.367,Non,10.1021/acs.jmedchem.1c02090
MC-2720,Log Pe,PAMPA,-5.451,,-5.451,Non,10.1021/acs.jmedchem.1c02090
MC-2721,Log Pe,PAMPA,-4.983,,-4.983,Non,10.1021/acs.jmedchem.1c02090
MC-2722,Log Pe,PAMPA,-6.585,,-6.585,Non,10.1021/acs.jmedchem.1c02090
MC-2723,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-2724,Log Pe,PAMPA,-5.08,,-5.08,Non,10.1021/acs.jmedchem.1c02090
MC-2725,Log Pe,PAMPA,-6.432,,-6.432,Non,10.1021/acs.jmedchem.1c02090
MC-2726,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2727,Log Pe,PAMPA,-5.009,,-5.009,Non,10.1021/acs.jmedchem.1c02090
MC-2728,Log Pe,PAMPA,-6.167,,-6.167,Non,10.1021/acs.jmedchem.1c02090
MC-2729,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2730,Log Pe,PAMPA,-6.066,,-6.066,Non,10.1021/acs.jmedchem.1c02090
MC-2731,Log Pe,PAMPA,-6.022,,-6.022,Non,10.1021/acs.jmedchem.1c02090
MC-2732,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2733,Log Pe,PAMPA,-4.945,,-4.945,Non,10.1021/acs.jmedchem.1c02090
MC-2734,Log Pe,PAMPA,-5.073,,-5.073,Non,10.1021/acs.jmedchem.1c02090
MC-2735,Log Pe,PAMPA,-5.412,,-5.412,Non,10.1021/acs.jmedchem.1c02090
MC-2736,Log Pe,PAMPA,-6.268,,-6.268,Non,10.1021/acs.jmedchem.1c02090
MC-2737,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-2738,Log Pe,PAMPA,-6.886,,-6.886,Non,10.1021/acs.jmedchem.1c02090
MC-2739,Log Pe,PAMPA,-6.155,,-6.155,Non,10.1021/acs.jmedchem.1c02090
MC-2740,Log Pe,PAMPA,-5.043,,-5.043,Non,10.1021/acs.jmedchem.1c02090
MC-2741,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2742,Log Pe,PAMPA,-6.076,,-6.076,Non,10.1021/acs.jmedchem.1c02090
MC-2743,Log Pe,PAMPA,-4.905,,-4.905,Non,10.1021/acs.jmedchem.1c02090
MC-2744,Log Pe,PAMPA,-4.943,,-4.943,Non,10.1021/acs.jmedchem.1c02090
MC-2745,Log Pe,PAMPA,-5.924,,-5.924,Semi,10.1021/acs.jmedchem.1c02090
MC-2746,Log Pe,PAMPA,-5.5,,-5.5,Non,10.1021/acs.jmedchem.1c02090
MC-2747,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2748,Log Pe,PAMPA,-5.914,,-5.914,Non,10.1021/acs.jmedchem.1c02090
MC-2749,Log Pe,PAMPA,-5.848,,-5.848,Non,10.1021/acs.jmedchem.1c02090
MC-2749,Log Pe,PAMPA,-5.703,,-5.703,Non,10.1021/acs.jmedchem.1c02090
MC-2750,Log Pe,PAMPA,-6.699,,-6.699,Non,10.1021/acs.jmedchem.1c02090
MC-2751,Log Pe,PAMPA,-7.699,,-7.699,Semi,10.1021/acs.jmedchem.1c02090
MC-2752,Log Pe,PAMPA,-7.046,,-7.046,Semi,10.1021/acs.jmedchem.1c02090
MC-2753,Log Pe,PAMPA,-4.961,,-4.961,Non,10.1021/acs.jmedchem.1c02090
MC-2754,Log Pe,PAMPA,-6.237,,-6.237,Non,10.1021/acs.jmedchem.1c02090
MC-2755,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2756,Log Pe,PAMPA,-5.345,,-5.345,Non,10.1021/acs.jmedchem.1c02090
MC-2757,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-2758,Log Pe,PAMPA,-4.849,,-4.849,Non,10.1021/acs.jmedchem.1c02090
MC-2759,Log Pe,PAMPA,-5.489,,-5.489,Non,10.1021/acs.jmedchem.1c02090
MC-2760,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-2761,Log Pe,PAMPA,-5.333,,-5.333,Non,10.1021/acs.jmedchem.1c02090
MC-2762,Log Pe,PAMPA,-4.836,,-4.836,Non,10.1021/acs.jmedchem.1c02090
MC-2763,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-2764,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2765,Log Pe,PAMPA,-6.319,,-6.319,Non,10.1021/acs.jmedchem.1c02090
MC-2766,Log Pe,PAMPA,-4.981,,-4.981,Non,10.1021/acs.jmedchem.1c02090
MC-2767,Log Pe,PAMPA,-5.565,,-5.565,Non,10.1021/acs.jmedchem.1c02090
MC-2768,Log Pe,PAMPA,-7,,-7,Non,10.1021/acs.jmedchem.1c02090
MC-2769,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-2770,Log Pe,PAMPA,-5.231,,-5.231,Non,10.1021/acs.jmedchem.1c02090
MC-2771,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2772,Log Pe,PAMPA,-5.307,,-5.307,Non,10.1021/acs.jmedchem.1c02090
MC-2772,Log Pe,PAMPA,-5.296,,-5.296,Non,10.1021/acs.jmedchem.1c02090
MC-2773,Log Pe,PAMPA,-4.983,,-4.983,Non,10.1021/acs.jmedchem.1c02090
MC-2774,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-2775,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-2776,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2777,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2778,Log Pe,PAMPA,-8,,-8,Semi,10.1021/acs.jmedchem.1c02090
MC-2779,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-2780,Log Pe,PAMPA,-4.973,,-4.973,Non,10.1021/acs.jmedchem.1c02090
MC-2781,Log Pe,PAMPA,-5.614,,-5.614,Non,10.1021/acs.jmedchem.1c02090
MC-2782,Log Pe,PAMPA,-5.81,,-5.81,Non,10.1021/acs.jmedchem.1c02090
MC-2783,Log Pe,PAMPA,-5.947,,-5.947,Non,10.1021/acs.jmedchem.1c02090
MC-2784,Log Pe,PAMPA,-5.039,,-5.039,Non,10.1021/acs.jmedchem.1c02090
MC-2785,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-2786,Log Pe,PAMPA,-5.086,,-5.086,Non,10.1021/acs.jmedchem.1c02090
MC-2787,Log Pe,PAMPA,-6.276,,-6.276,Non,10.1021/acs.jmedchem.1c02090
MC-2788,Log Pe,PAMPA,-5.971,,-5.971,Semi,10.1021/acs.jmedchem.1c02090
MC-2789,Log Pe,PAMPA,-5.866,,-5.866,Semi,10.1021/acs.jmedchem.1c02090
MC-2790,Log Pe,PAMPA,-4.949,,-4.949,Non,10.1021/acs.jmedchem.1c02090
MC-2791,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2792,Log Pe,PAMPA,-4.945,,-4.945,Non,10.1021/acs.jmedchem.1c02090
MC-2793,Log Pe,PAMPA,-6.796,,-6.796,Non,10.1021/acs.jmedchem.1c02090
MC-2794,Log Pe,PAMPA,-4.915,,-4.915,Non,10.1021/acs.jmedchem.1c02090
MC-2795,Log Pe,PAMPA,-6.222,,-6.222,Non,10.1021/acs.jmedchem.1c02090
MC-2796,Log Pe,PAMPA,-6.638,,-6.638,Semi,10.1021/acs.jmedchem.1c02090
MC-2797,Log Pe,PAMPA,-4.985,,-4.985,Non,10.1021/acs.jmedchem.1c02090
MC-2798,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2799,Log Pe,PAMPA,-4.904,,-4.904,Non,10.1021/acs.jmedchem.1c02090
MC-2800,Log Pe,PAMPA,-6.229,,-6.229,Non,10.1021/acs.jmedchem.1c02090
MC-2801,Log Pe,PAMPA,-5.991,,-5.991,Semi,10.1021/acs.jmedchem.1c02090
MC-2802,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-2803,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-2804,Log Pe,PAMPA,-6.244,,-6.244,Non,10.1021/acs.jmedchem.1c02090
MC-2805,Log Pe,PAMPA,-4.873,,-4.873,Non,10.1021/acs.jmedchem.1c02090
MC-2806,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-2807,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-2808,Log Pe,PAMPA,-7.699,,-7.699,Semi,10.1021/acs.jmedchem.1c02090
MC-2809,Log Pe,PAMPA,-5.295,,-5.295,Non,10.1021/acs.jmedchem.1c02090
MC-2810,Log Pe,PAMPA,-5.276,,-5.276,Non,10.1021/acs.jmedchem.1c02090
MC-2811,Log Pe,PAMPA,-7,,-7,Non,10.1021/acs.jmedchem.1c02090
MC-2812,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2813,Log Pe,PAMPA,-7.398,,-7.398,Semi,10.1021/acs.jmedchem.1c02090
MC-2814,Log Pe,PAMPA,-6.347,,-6.347,Non,10.1021/acs.jmedchem.1c02090
MC-2815,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2816,Log Pe,PAMPA,-5.851,,-5.851,Semi,10.1021/acs.jmedchem.1c02090
MC-2817,Log Pe,PAMPA,-6.432,,-6.432,Non,10.1021/acs.jmedchem.1c02090
MC-2818,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-2819,Log Pe,PAMPA,-5.403,,-5.403,Non,10.1021/acs.jmedchem.1c02090
MC-2820,Log Pe,PAMPA,-7.155,,-7.155,Semi,10.1021/acs.jmedchem.1c02090
MC-2821,Log Pe,PAMPA,-4.826,,-4.826,Non,10.1021/acs.jmedchem.1c02090
MC-2822,Log Pe,PAMPA,-5.19,,-5.19,Non,10.1021/acs.jmedchem.1c02090
MC-2823,Log Pe,PAMPA,-4.952,,-4.952,Non,10.1021/acs.jmedchem.1c02090
MC-2824,Log Pe,PAMPA,-6.886,,-6.886,Non,10.1021/acs.jmedchem.1c02090
MC-2825,Log Pe,PAMPA,-6.886,,-6.886,Semi,10.1021/acs.jmedchem.1c02090
MC-2826,Log Pe,PAMPA,-5.91,,-5.91,Non,10.1021/acs.jmedchem.1c02090
MC-2827,Log Pe,PAMPA,-6.051,,-6.051,Non,10.1021/acs.jmedchem.1c02090
MC-2828,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2829,Log Pe,PAMPA,-4.878,,-4.878,Non,10.1021/acs.jmedchem.1c02090
MC-2830,Log Pe,PAMPA,-5.52,,-5.52,Non,10.1021/acs.jmedchem.1c02090
MC-2831,Log Pe,PAMPA,-4.886,,-4.886,Non,10.1021/acs.jmedchem.1c02090
MC-2832,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2833,Log Pe,PAMPA,-5.213,,-5.213,Non,10.1021/acs.jmedchem.1c02090
MC-2834,Log Pe,PAMPA,-5.104,,-5.104,Non,10.1021/acs.jmedchem.1c02090
MC-2835,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-2836,Log Pe,PAMPA,-5.277,,-5.277,Non,10.1021/acs.jmedchem.1c02090
MC-2837,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
MC-2838,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2839,Log Pe,PAMPA,-5.127,,-5.127,Non,10.1021/acs.jmedchem.1c02090
MC-2840,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2841,Log Pe,PAMPA,-6.538,,-6.538,Non,10.1021/acs.jmedchem.1c02090
MC-2842,Log Pe,PAMPA,-5.033,,-5.033,Non,10.1021/acs.jmedchem.1c02090
MC-2843,Log Pe,PAMPA,-5.243,,-5.243,Non,10.1021/acs.jmedchem.1c02090
MC-2844,Log Pe,PAMPA,-6.42,,-6.42,Non,10.1021/acs.jmedchem.1c02090
MC-2845,Log Pe,PAMPA,-4.905,,-4.905,Non,10.1021/acs.jmedchem.1c02090
MC-2846,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-2847,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2848,Log Pe,PAMPA,-5.161,,-5.161,Non,10.1021/acs.jmedchem.1c02090
MC-2849,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2850,Log Pe,PAMPA,-5.217,,-5.217,Non,10.1021/acs.jmedchem.1c02090
MC-2851,Log Pe,PAMPA,-4.899,,-4.899,Non,10.1021/acs.jmedchem.1c02090
MC-2852,Log Pe,PAMPA,-5.592,,-5.592,Non,10.1021/acs.jmedchem.1c02090
MC-2853,Log Pe,PAMPA,-7.222,,-7.222,Semi,10.1021/acs.jmedchem.1c02090
MC-2854,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-2855,Log Pe,PAMPA,-5.914,,-5.914,Non,10.1021/acs.jmedchem.1c02090
MC-2856,Log Pe,PAMPA,-5.438,,-5.438,Non,10.1021/acs.jmedchem.1c02090
MC-2857,Log Pe,PAMPA,-7.222,,-7.222,Semi,10.1021/acs.jmedchem.1c02090
MC-2858,Log Pe,PAMPA,-5.38,,-5.38,Non,10.1021/acs.jmedchem.1c02090
MC-2858,Log Pe,PAMPA,-5.463,,-5.463,Non,10.1021/acs.jmedchem.1c02090
MC-2859,Log Pe,PAMPA,-7.222,,-7.222,Semi,10.1021/acs.jmedchem.1c02090
MC-2860,Log Pe,PAMPA,-5.005,,-5.005,Non,10.1021/acs.jmedchem.1c02090
MC-2861,Log Pe,PAMPA,-6.137,,-6.137,Non,10.1021/acs.jmedchem.1c02090
MC-2862,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-2863,Log Pe,PAMPA,-7.155,,-7.155,Semi,10.1021/acs.jmedchem.1c02090
MC-2864,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-2865,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-2866,Log Pe,PAMPA,-5.544,,-5.544,Non,10.1021/acs.jmedchem.1c02090
MC-2867,Log Pe,PAMPA,-6.523,,-6.523,Non,10.1021/acs.jmedchem.1c02090
MC-2868,Log Pe,PAMPA,-6.538,,-6.538,Non,10.1021/acs.jmedchem.1c02090
MC-2869,Log Pe,PAMPA,-6.658,,-6.658,Semi,10.1021/acs.jmedchem.1c02090
MC-2870,Log Pe,PAMPA,-5.762,,-5.762,Non,10.1021/acs.jmedchem.1c02090
MC-2871,Log Pe,PAMPA,-5.082,,-5.082,Non,10.1021/acs.jmedchem.1c02090
MC-2872,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-2873,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-2874,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2875,Log Pe,PAMPA,-5.556,,-5.556,Non,10.1021/acs.jmedchem.1c02090
MC-2876,Log Pe,PAMPA,-5.02,,-5.02,Non,10.1021/acs.jmedchem.1c02090
MC-2877,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2878,Log Pe,PAMPA,-5.072,,-5.072,Non,10.1021/acs.jmedchem.1c02090
MC-2879,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-2880,Log Pe,PAMPA,-4.926,,-4.926,Non,10.1021/acs.jmedchem.1c02090
MC-2881,Log Pe,PAMPA,-5.74,,-5.74,Non,10.1021/acs.jmedchem.1c02090
MC-2882,Log Pe,PAMPA,-4.995,,-4.995,Non,10.1021/acs.jmedchem.1c02090
MC-2883,Log Pe,PAMPA,-5.387,,-5.387,Non,10.1021/acs.jmedchem.1c02090
MC-2884,Log Pe,PAMPA,-4.758,,-4.758,Non,10.1021/acs.jmedchem.1c02090
MC-2885,Log Pe,PAMPA,-6.469,,-6.469,Non,10.1021/acs.jmedchem.1c02090
MC-2886,Log Pe,PAMPA,-5.77,,-5.77,Non,10.1021/acs.jmedchem.1c02090
MC-2887,Log Pe,PAMPA,-5.676,,-5.676,Non,10.1021/acs.jmedchem.1c02090
MC-2888,Log Pe,PAMPA,-5.288,,-5.288,Non,10.1021/acs.jmedchem.1c02090
MC-2889,Log Pe,PAMPA,-6.409,,-6.409,Semi,10.1021/acs.jmedchem.1c02090
MC-2890,Log Pe,PAMPA,-5.225,,-5.225,Non,10.1021/acs.jmedchem.1c02090
MC-2891,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2892,Log Pe,PAMPA,-5.762,,-5.762,Non,10.1021/acs.jmedchem.1c02090
MC-2893,Log Pe,PAMPA,-7.699,,-7.699,Semi,10.1021/acs.jmedchem.1c02090
MC-2894,Log Pe,PAMPA,-5.326,,-5.326,Non,10.1021/acs.jmedchem.1c02090
MC-2895,Log Pe,PAMPA,-6.509,,-6.509,Semi,10.1021/acs.jmedchem.1c02090
MC-2896,Log Pe,PAMPA,-5.3,,-5.3,Non,10.1021/acs.jmedchem.1c02090
MC-2897,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-2898,Log Pe,PAMPA,-6.886,,-6.886,Non,10.1021/acs.jmedchem.1c02090
MC-2899,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2900,Log Pe,PAMPA,-6.721,,-6.721,Non,10.1021/acs.jmedchem.1c02090
MC-2901,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2902,Log Pe,PAMPA,-5.185,,-5.185,Non,10.1021/acs.jmedchem.1c02090
MC-2903,Log Pe,PAMPA,-5.451,,-5.451,Non,10.1021/acs.jmedchem.1c02090
MC-2904,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-2905,Log Pe,PAMPA,-4.948,,-4.948,Non,10.1021/acs.jmedchem.1c02090
MC-2906,Log Pe,PAMPA,-6.187,,-6.187,Non,10.1021/acs.jmedchem.1c02090
MC-2907,Log Pe,PAMPA,-5.439,,-5.439,Non,10.1021/acs.jmedchem.1c02090
MC-2908,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2909,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2910,Log Pe,PAMPA,-6.357,,-6.357,Non,10.1021/acs.jmedchem.1c02090
MC-2911,Log Pe,PAMPA,-5.287,,-5.287,Non,10.1021/acs.jmedchem.1c02090
MC-2912,Log Pe,PAMPA,-6.745,,-6.745,Non,10.1021/acs.jmedchem.1c02090
MC-2913,Log Pe,PAMPA,-6.509,,-6.509,Non,10.1021/acs.jmedchem.1c02090
MC-2914,Log Pe,PAMPA,-5.424,,-5.424,Non,10.1021/acs.jmedchem.1c02090
MC-2915,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-2915,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2916,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2917,Log Pe,PAMPA,-6.284,,-6.284,Non,10.1021/acs.jmedchem.1c02090
MC-2918,Log Pe,PAMPA,-6.495,,-6.495,Non,10.1021/acs.jmedchem.1c02090
MC-2919,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-2920,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-2921,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2922,Log Pe,PAMPA,-7.222,,-7.222,Semi,10.1021/acs.jmedchem.1c02090
MC-2923,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-2924,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-2925,Log Pe,PAMPA,-5.237,,-5.237,Non,10.1021/acs.jmedchem.1c02090
